,Week,Year,defense,defense_conference,drive_number,drive_result,elapsed,end_period,end_time,end_yardline,end_yards_to_goal,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,start_yards_to_goal,yards
4,10.0,2019.0,Air Force,Mountain West,5,TD,"{'minutes': 6, 'seconds': 51}",2,"{'minutes': 1, 'seconds': 17}",0,0,401114331,4011143315,Army,FBS Independents,11,True,2,"{'minutes': 8, 'seconds': 8}",65,65,65
7,10.0,2019.0,Air Force,Mountain West,8,PUNT,"{'minutes': 2, 'seconds': 11}",3,"{'minutes': 10, 'seconds': 52}",81,81,401114331,4011143319,Army,FBS Independents,3,False,3,"{'minutes': 13, 'seconds': 3}",87,87,6
9,10.0,2019.0,Air Force,Mountain West,10,PUNT,"{'minutes': 0, 'seconds': 0}",3,"{'minutes': 0, 'seconds': 0}",75,75,401114331,40111433111,Army,FBS Independents,3,False,3,"{'minutes': 9, 'seconds': 20}",78,78,3
11,10.0,2019.0,Air Force,Mountain West,12,TD,"{'seconds': 13, 'minutes': 0}",3,"{'minutes': 2, 'seconds': 22}",0,0,401114331,40111433113,Army,FBS Independents,1,True,3,"{'minutes': 2, 'seconds': 35}",75,75,75
13,10.0,2019.0,Air Force,Mountain West,14,PUNT,"{'minutes': 1, 'seconds': 4}",4,"{'minutes': 12, 'seconds': 4}",78,78,401114331,40111433115,Army,FBS Independents,3,False,4,"{'minutes': 13, 'seconds': 8}",75,75,-3
15,10.0,2019.0,Air Force,Mountain West,16,PUNT,"{'minutes': 0, 'seconds': 0}",4,"{'minutes': 0, 'seconds': 0}",69,69,401114331,40111433117,Army,FBS Independents,3,False,4,"{'minutes': 10, 'seconds': 34}",75,75,6
17,10.0,2019.0,Air Force,Mountain West,18,DOWNS,"{'minutes': 0, 'seconds': 0}",4,"{'minutes': 0, 'seconds': 0}",5,5,401114331,40111433119,Army,FBS Independents,11,False,4,"{'minutes': 2, 'seconds': 53}",80,80,75
1,11.0,2019.0,UMass,FBS Independents,2,TD,"{'minutes': 2, 'seconds': 11}",1,"{'minutes': 11, 'seconds': 14}",100,0,401114332,4011143322,Army,FBS Independents,5,True,1,"{'minutes': 13, 'seconds': 25}",48,52,52
3,11.0,2019.0,UMass,FBS Independents,4,TD,"{'minutes': 5, 'seconds': 55}",1,"{'minutes': 4, 'seconds': 0}",100,0,401114332,4011143324,Army,FBS Independents,11,True,1,"{'minutes': 9, 'seconds': 55}",25,75,75
5,11.0,2019.0,UMass,FBS Independents,6,TD,"{'minutes': 6, 'seconds': 7}",2,"{'minutes': 11, 'seconds': 48}",100,0,401114332,4011143326,Army,FBS Independents,12,True,1,"{'minutes': 2, 'seconds': 55}",27,73,73
7,11.0,2019.0,UMass,FBS Independents,8,TD,"{'seconds': 50, 'minutes': 0}",2,"{'minutes': 9, 'seconds': 34}",100,0,401114332,4011143328,Army,FBS Independents,2,True,2,"{'minutes': 10, 'seconds': 24}",88,12,12
9,11.0,2019.0,UMass,FBS Independents,10,PUNT,"{'minutes': 3, 'seconds': 56}",2,"{'minutes': 2, 'seconds': 36}",42,58,401114332,40111433210,Army,FBS Independents,9,False,2,"{'minutes': 6, 'seconds': 32}",20,80,22
11,11.0,2019.0,UMass,FBS Independents,12,TD,"{'minutes': 1, 'seconds': 23}",2,"{'seconds': 56, 'minutes': 0}",100,0,401114332,40111433212,Army,FBS Independents,3,True,2,"{'minutes': 2, 'seconds': 19}",91,9,9
13,11.0,2019.0,UMass,FBS Independents,14,FUMBLE,"{'minutes': 1, 'seconds': 50}",3,"{'minutes': 13, 'seconds': 10}",73,27,401114332,40111433214,Army,FBS Independents,4,False,3,"{'minutes': 15, 'seconds': 0}",25,75,48
15,11.0,2019.0,UMass,FBS Independents,16,TD,"{'seconds': 16, 'minutes': 0}",3,"{'minutes': 11, 'seconds': 54}",100,0,401114332,40111433216,Army,FBS Independents,1,True,3,"{'minutes': 12, 'seconds': 10}",17,83,83
17,11.0,2019.0,UMass,FBS Independents,18,PUNT,"{'minutes': 3, 'seconds': 28}",3,"{'minutes': 7, 'seconds': 17}",61,39,401114332,40111433218,Army,FBS Independents,7,False,3,"{'minutes': 10, 'seconds': 45}",55,45,6
19,11.0,2019.0,UMass,FBS Independents,20,TD,"{'minutes': 2, 'seconds': 57}",3,"{'minutes': 2, 'seconds': 33}",100,0,401114332,40111433220,Army,FBS Independents,6,True,3,"{'minutes': 5, 'seconds': 30}",40,60,60
21,11.0,2019.0,UMass,FBS Independents,22,TD,"{'minutes': 5, 'seconds': 10}",4,"{'minutes': 9, 'seconds': 55}",100,0,401114332,40111433222,Army,FBS Independents,11,True,3,"{'seconds': 5, 'minutes': 0}",40,60,60
23,11.0,2019.0,UMass,FBS Independents,24,TD,"{'minutes': 7, 'seconds': 10}",4,"{'seconds': 55, 'minutes': 0}",100,0,401114332,40111433224,Army,FBS Independents,13,True,4,"{'minutes': 8, 'seconds': 5}",30,70,70
1,12.0,2019.0,VMI,,2,TD,"{'minutes': 4, 'seconds': 27}",1,"{'minutes': 7, 'seconds': 17}",100,0,401114333,4011143332,Army,FBS Independents,9,True,1,"{'minutes': 11, 'seconds': 44}",25,75,75
3,12.0,2019.0,VMI,,4,MISSED FG,"{'minutes': 6, 'seconds': 47}",2,"{'minutes': 12, 'seconds': 31}",91,9,401114333,4011143334,Army,FBS Independents,13,False,1,"{'minutes': 4, 'seconds': 18}",7,93,84
5,12.0,2019.0,VMI,,6,TD,"{'minutes': 0, 'seconds': 0}",2,"{'minutes': 0, 'seconds': 0}",100,0,401114333,4011143336,Army,FBS Independents,7,True,2,"{'minutes': 6, 'seconds': 25}",36,64,64
7,12.0,2019.0,VMI,,8,INT,"{'minutes': 1, 'seconds': 14}",2,"{'seconds': 16, 'minutes': 0}",81,19,401114333,4011143338,Army,FBS Independents,7,False,2,"{'minutes': 1, 'seconds': 30}",11,89,70
10,12.0,2019.0,VMI,,11,TD,"{'minutes': 5, 'seconds': 21}",3,"{'minutes': 7, 'seconds': 46}",100,0,401114333,40111433311,Army,FBS Independents,10,True,3,"{'minutes': 13, 'seconds': 7}",1,99,99
12,12.0,2019.0,VMI,,13,TD,"{'minutes': 1, 'seconds': 24}",3,"{'minutes': 5, 'seconds': 7}",100,0,401114333,40111433313,Army,FBS Independents,3,True,3,"{'minutes': 6, 'seconds': 31}",73,27,27
14,12.0,2019.0,VMI,,15,TD,"{'minutes': 1, 'seconds': 7}",3,"{'minutes': 1, 'seconds': 17}",100,0,401114333,40111433315,Army,FBS Independents,2,True,3,"{'minutes': 2, 'seconds': 24}",35,65,65
16,12.0,2019.0,VMI,,17,TD,"{'minutes': 1, 'seconds': 54}",4,"{'minutes': 14, 'seconds': 23}",100,0,401114333,40111433317,Army,FBS Independents,4,True,3,"{'minutes': 1, 'seconds': 17}",61,39,39
18,12.0,2019.0,VMI,,19,TD,"{'minutes': 7, 'seconds': 20}",4,"{'minutes': 5, 'seconds': 17}",100,0,401114333,40111433319,Army,FBS Independents,12,True,4,"{'minutes': 12, 'seconds': 37}",10,90,90
20,12.0,2019.0,VMI,,21,Uncategorized,"{'minutes': 0, 'seconds': 0}",4,"{'minutes': 0, 'seconds': 0}",69,31,401114333,40111433321,Army,FBS Independents,6,False,4,"{'minutes': 3, 'seconds': 35}",35,65,34
0,14.0,2019.0,Hawai'i,Mountain West,1,TD,"{'minutes': 1, 'seconds': 44}",1,"{'minutes': 13, 'seconds': 16}",0,0,401114334,4011143341,Army,FBS Independents,4,True,1,"{'minutes': 15, 'seconds': 0}",75,75,75
2,14.0,2019.0,Hawai'i,Mountain West,3,FG,"{'minutes': 6, 'seconds': 14}",1,"{'minutes': 3, 'seconds': 31}",15,15,401114334,4011143343,Army,FBS Independents,11,True,1,"{'minutes': 9, 'seconds': 45}",75,75,60
4,14.0,2019.0,Hawai'i,Mountain West,5,TD,"{'minutes': 3, 'seconds': 53}",2,"{'minutes': 13, 'seconds': 40}",0,0,401114334,4011143345,Army,FBS Independents,8,True,1,"{'minutes': 2, 'seconds': 33}",75,75,75
6,14.0,2019.0,Hawai'i,Mountain West,7,INT,"{'minutes': 2, 'seconds': 39}",2,"{'minutes': 8, 'seconds': 14}",74,74,401114334,4011143347,Army,FBS Independents,5,False,2,"{'minutes': 10, 'seconds': 53}",82,82,8
8,14.0,2019.0,Hawai'i,Mountain West,9,DOWNS,"{'minutes': 2, 'seconds': 19}",2,"{'minutes': 5, 'seconds': 49}",67,67,401114334,4011143349,Army,FBS Independents,4,False,2,"{'minutes': 8, 'seconds': 8}",75,75,8
10,14.0,2019.0,Hawai'i,Mountain West,11,PUNT,"{'minutes': 1, 'seconds': 59}",2,"{'seconds': 41, 'minutes': 0}",40,40,401114334,40111433411,Army,FBS Independents,5,False,2,"{'minutes': 2, 'seconds': 40}",75,75,35
13,14.0,2019.0,Hawai'i,Mountain West,14,TD,"{'minutes': 1, 'seconds': 42}",3,"{'minutes': 10, 'seconds': 49}",0,0,401114334,40111433414,Army,FBS Independents,4,True,3,"{'minutes': 12, 'seconds': 31}",75,75,75
15,14.0,2019.0,Hawai'i,Mountain West,16,TD,"{'minutes': 4, 'seconds': 4}",3,"{'minutes': 1, 'seconds': 26}",0,0,401114334,40111433416,Army,FBS Independents,8,True,3,"{'minutes': 5, 'seconds': 30}",75,75,75
17,14.0,2019.0,Hawai'i,Mountain West,18,PUNT,"{'minutes': 1, 'seconds': 45}",4,"{'minutes': 12, 'seconds': 13}",98,98,401114334,40111433418,Army,FBS Independents,3,False,4,"{'minutes': 13, 'seconds': 58}",99,99,1
19,14.0,2019.0,Hawai'i,Mountain West,20,DOWNS,"{'minutes': 5, 'seconds': 10}",4,"{'minutes': 6, 'seconds': 34}",30,30,401114334,40111433420,Army,FBS Independents,10,False,4,"{'minutes': 11, 'seconds': 44}",71,71,41
21,14.0,2019.0,Hawai'i,Mountain West,22,INT TD,"{'minutes': 2, 'seconds': 6}",4,"{'minutes': 1, 'seconds': 34}",6,6,401114334,40111433422,Army,FBS Independents,9,True,4,"{'minutes': 3, 'seconds': 40}",93,93,87
22,14.0,2019.0,Hawai'i,Mountain West,23,DOWNS,"{'minutes': 1, 'seconds': 20}",4,"{'minutes': 0, 'seconds': 0}",71,71,401114334,40111433424,Army,FBS Independents,4,False,4,"{'minutes': 1, 'seconds': 20}",60,60,-11
0,15.0,2019.0,Navy,American Athletic,1,PUNT,"{'minutes': 1, 'seconds': 36}",1,"{'minutes': 13, 'seconds': 24}",81,81,401114335,4011143351,Army,FBS Independents,3,False,1,"{'minutes': 15, 'seconds': 0}",76,76,-5
2,15.0,2019.0,Navy,American Athletic,3,TD,"{'minutes': 10, 'seconds': 41}",1,"{'seconds': 27, 'minutes': 0}",0,0,401114335,4011143353,Army,FBS Independents,18,True,1,"{'minutes': 11, 'seconds': 8}",78,78,78
4,15.0,2019.0,Navy,American Athletic,5,PUNT,"{'minutes': 3, 'seconds': 10}",2,"{'minutes': 10, 'seconds': 24}",58,58,401114335,4011143355,Army,FBS Independents,5,False,2,"{'minutes': 13, 'seconds': 34}",75,75,17
6,15.0,2019.0,Navy,American Athletic,7,PUNT,"{'minutes': 1, 'seconds': 40}",2,"{'minutes': 4, 'seconds': 42}",49,49,401114335,4011143357,Army,FBS Independents,3,False,2,"{'minutes': 6, 'seconds': 22}",51,51,2
8,15.0,2019.0,Navy,American Athletic,9,Uncategorized,"{'seconds': 6, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",74,74,401114335,4011143359,Army,FBS Independents,0,False,2,"{'seconds': 6, 'minutes': 0}",74,74,0
10,15.0,2019.0,Navy,American Athletic,11,PUNT,"{'minutes': 2, 'seconds': 22}",3,"{'minutes': 8, 'seconds': 46}",93,93,401114335,40111433511,Army,FBS Independents,3,False,3,"{'minutes': 11, 'seconds': 8}",80,80,-13
12,15.0,2019.0,Navy,American Athletic,13,PUNT,"{'minutes': 1, 'seconds': 38}",3,"{'minutes': 3, 'seconds': 15}",81,81,401114335,40111433513,Army,FBS Independents,3,False,3,"{'minutes': 4, 'seconds': 53}",75,75,-6
14,15.0,2019.0,Navy,American Athletic,15,DOWNS,"{'minutes': 4, 'seconds': 17}",4,"{'minutes': 8, 'seconds': 31}",39,39,401114335,40111433515,Army,FBS Independents,10,False,4,"{'minutes': 12, 'seconds': 48}",70,70,30
16,15.0,2019.0,Navy,American Athletic,17,FUMBLE,"{'minutes': 1, 'seconds': 14}",4,"{'minutes': 4, 'seconds': 59}",56,56,401114335,40111433517,Army,FBS Independents,5,False,4,"{'minutes': 6, 'seconds': 13}",78,78,25
18,15.0,2019.0,Navy,American Athletic,19,INT,"{'seconds': 57, 'minutes': 0}",4,"{'seconds': 45, 'minutes': 0}",70,70,401114335,40111433519,Army,FBS Independents,3,False,4,"{'minutes': 1, 'seconds': 42}",77,77,7
1,1.0,2020.0,Middle Tennessee,Conference USA,2,TD,"{'minutes': 4, 'seconds': 0}",1,"{'minutes': 9, 'seconds': 46}",100,0,401235700,4012357002,Army,FBS Independents,9,True,1,"{'minutes': 13, 'seconds': 46}",57,43,43
3,1.0,2020.0,Middle Tennessee,Conference USA,4,TD,"{'minutes': 9, 'seconds': 13}",2,"{'minutes': 14, 'seconds': 6}",100,0,401235700,4012357004,Army,FBS Independents,19,True,1,"{'minutes': 8, 'seconds': 19}",15,85,85
5,1.0,2020.0,Middle Tennessee,Conference USA,6,TD,"{'minutes': 4, 'seconds': 25}",2,"{'minutes': 7, 'seconds': 14}",100,0,401235700,4012357006,Army,FBS Independents,10,True,2,"{'minutes': 11, 'seconds': 39}",59,41,41
7,1.0,2020.0,Middle Tennessee,Conference USA,8,TD,"{'minutes': 4, 'seconds': 7}",3,"{'minutes': 10, 'seconds': 48}",100,0,401235700,4012357008,Army,FBS Independents,7,True,3,"{'minutes': 14, 'seconds': 55}",29,71,71
10,1.0,2020.0,Middle Tennessee,Conference USA,11,TD,"{'minutes': 12, 'seconds': 26}",4,"{'minutes': 4, 'seconds': 6}",100,0,401235700,40123570012,Army,FBS Independents,19,True,3,"{'minutes': 1, 'seconds': 32}",1,99,99
12,1.0,2020.0,Middle Tennessee,Conference USA,13,END OF GAME,"{'minutes': 1, 'seconds': 13}",4,"{'minutes': 0, 'seconds': 0}",45,55,401235700,40123570014,Army,FBS Independents,2,False,4,"{'minutes': 1, 'seconds': 13}",33,67,12
1,2.0,2020.0,Louisiana Monroe,Sun Belt,2,TD,"{'minutes': 8, 'seconds': 13}",1,"{'minutes': 4, 'seconds': 27}",100,0,401240113,4012401132,Army,FBS Independents,15,True,1,"{'minutes': 12, 'seconds': 40}",40,60,60
3,2.0,2020.0,Louisiana Monroe,Sun Belt,4,TD,"{'minutes': 1, 'seconds': 1}",1,"{'minutes': 1, 'seconds': 47}",100,0,401240113,4012401134,Army,FBS Independents,4,True,1,"{'minutes': 2, 'seconds': 48}",39,61,61
5,2.0,2020.0,Louisiana Monroe,Sun Belt,6,FUMBLE,"{'minutes': 2, 'seconds': 23}",2,"{'minutes': 10, 'seconds': 3}",70,30,401240113,4012401136,Army,FBS Independents,5,False,2,"{'minutes': 12, 'seconds': 26}",20,80,50
7,2.0,2020.0,Louisiana Monroe,Sun Belt,8,DOWNS,"{'minutes': 2, 'seconds': 47}",2,"{'minutes': 6, 'seconds': 8}",64,36,401240113,4012401138,Army,FBS Independents,6,False,2,"{'minutes': 8, 'seconds': 55}",21,79,43
9,2.0,2020.0,Louisiana Monroe,Sun Belt,10,PUNT,"{'seconds': 49, 'minutes': 0}",2,"{'minutes': 1, 'seconds': 16}",26,74,401240113,40124011310,Army,FBS Independents,3,False,2,"{'minutes': 2, 'seconds': 5}",22,78,4
11,2.0,2020.0,Louisiana Monroe,Sun Belt,12,FG,"{'seconds': 25, 'minutes': 0}",2,"{'seconds': 2, 'minutes': 0}",77,23,401240113,40124011312,Army,FBS Independents,3,True,2,"{'seconds': 27, 'minutes': 0}",53,47,24
13,2.0,2020.0,Louisiana Monroe,Sun Belt,14,PUNT,"{'minutes': 2, 'seconds': 3}",3,"{'minutes': 12, 'seconds': 57}",28,72,401240113,40124011314,Army,FBS Independents,3,False,3,"{'minutes': 15, 'seconds': 0}",25,75,3
15,2.0,2020.0,Louisiana Monroe,Sun Belt,16,TD,"{'minutes': 4, 'seconds': 41}",3,"{'minutes': 6, 'seconds': 22}",100,0,401240113,40124011316,Army,FBS Independents,8,True,3,"{'minutes': 11, 'seconds': 3}",35,65,65
17,2.0,2020.0,Louisiana Monroe,Sun Belt,18,TD,"{'minutes': 3, 'seconds': 38}",3,"{'seconds': 25, 'minutes': 0}",100,0,401240113,40124011318,Army,FBS Independents,7,True,3,"{'minutes': 4, 'seconds': 3}",46,54,54
19,2.0,2020.0,Louisiana Monroe,Sun Belt,20,TD,"{'minutes': 5, 'seconds': 38}",4,"{'minutes': 5, 'seconds': 58}",100,0,401240113,40124011320,Army,FBS Independents,9,True,4,"{'minutes': 11, 'seconds': 36}",28,72,72
21,2.0,2020.0,Louisiana Monroe,Sun Belt,22,END OF GAME,"{'minutes': 5, 'seconds': 2}",4,"{'minutes': 0, 'seconds': 0}",69,31,401240113,40124011322,Army,FBS Independents,8,False,4,"{'minutes': 5, 'seconds': 2}",35,65,34
2,4.0,2020.0,Cincinnati,American Athletic,3,PUNT,"{'minutes': 5, 'seconds': 7}",1,"{'minutes': 5, 'seconds': 43}",60,60,401240996,4012409963,Army,FBS Independents,9,False,1,"{'minutes': 10, 'seconds': 50}",75,75,15
4,4.0,2020.0,Cincinnati,American Athletic,5,DOWNS,"{'minutes': 2, 'seconds': 47}",1,"{'minutes': 2, 'seconds': 10}",19,19,401240996,4012409965,Army,FBS Independents,6,False,1,"{'minutes': 4, 'seconds': 57}",43,43,20
6,4.0,2020.0,Cincinnati,American Athletic,7,PUNT,"{'minutes': 2, 'seconds': 0}",2,"{'minutes': 13, 'seconds': 35}",69,69,401240996,4012409967,Army,FBS Independents,3,False,1,"{'seconds': 35, 'minutes': 0}",69,69,0
8,4.0,2020.0,Cincinnati,American Athletic,9,PUNT,"{'minutes': 2, 'seconds': 37}",2,"{'minutes': 4, 'seconds': 48}",80,80,401240996,4012409969,Army,FBS Independents,3,False,2,"{'minutes': 7, 'seconds': 25}",75,75,-5
10,4.0,2020.0,Cincinnati,American Athletic,11,PUNT,"{'minutes': 2, 'seconds': 46}",2,"{'seconds': 26, 'minutes': 0}",55,55,401240996,40124099611,Army,FBS Independents,8,False,2,"{'minutes': 3, 'seconds': 12}",99,99,44
12,4.0,2020.0,Cincinnati,American Athletic,13,Uncategorized,"{'minutes': 4, 'seconds': 12}",3,"{'minutes': 0, 'seconds': 0}",108,108,401240996,40124099613,Army,FBS Independents,8,False,3,"{'minutes': 15, 'seconds': 0}",75,75,33
14,4.0,2020.0,Cincinnati,American Athletic,15,INT,"{'seconds': 12, 'minutes': 0}",3,"{'minutes': 7, 'seconds': 48}",75,75,401240996,40124099615,Army,FBS Independents,1,False,3,"{'minutes': 8, 'seconds': 0}",75,75,0
16,4.0,2020.0,Cincinnati,American Athletic,17,FG,"{'minutes': 4, 'seconds': 59}",4,"{'minutes': 14, 'seconds': 56}",19,19,401240996,40124099617,Army,FBS Independents,9,True,3,"{'minutes': 4, 'seconds': 55}",92,92,73
18,4.0,2020.0,Cincinnati,American Athletic,19,PUNT,"{'minutes': 1, 'seconds': 59}",4,"{'minutes': 10, 'seconds': 9}",78,78,401240996,40124099619,Army,FBS Independents,3,False,4,"{'minutes': 12, 'seconds': 8}",84,84,6
20,4.0,2020.0,Cincinnati,American Athletic,21,PUNT,"{'minutes': 1, 'seconds': 14}",4,"{'minutes': 7, 'seconds': 46}",70,70,401240996,40124099621,Army,FBS Independents,3,False,4,"{'minutes': 9, 'seconds': 0}",60,60,-10
22,4.0,2020.0,Cincinnati,American Athletic,23,PUNT,"{'minutes': 1, 'seconds': 2}",4,"{'minutes': 5, 'seconds': 53}",66,66,401240996,40124099623,Army,FBS Independents,4,False,4,"{'minutes': 6, 'seconds': 55}",75,75,9
24,4.0,2020.0,Cincinnati,American Athletic,25,DOWNS,"{'minutes': 1, 'seconds': 37}",4,"{'minutes': 1, 'seconds': 31}",21,21,401240996,40124099625,Army,FBS Independents,8,False,4,"{'minutes': 3, 'seconds': 8}",83,83,62
1,5.0,2020.0,Abilene Christian,,2,TD,"{'minutes': 5, 'seconds': 19}",1,"{'minutes': 8, 'seconds': 20}",100,0,401240040,4012400402,Army,FBS Independents,10,True,1,"{'minutes': 13, 'seconds': 39}",55,45,45
3,5.0,2020.0,Abilene Christian,,4,FG,"{'minutes': 3, 'seconds': 37}",2,"{'minutes': 14, 'seconds': 55}",74,26,401240040,4012400404,Army,FBS Independents,6,True,1,"{'minutes': 3, 'seconds': 32}",35,65,39
5,5.0,2020.0,Abilene Christian,,6,TD,"{'seconds': 16, 'minutes': 0}",2,"{'minutes': 12, 'seconds': 37}",100,0,401240040,4012400406,Army,FBS Independents,2,True,2,"{'minutes': 12, 'seconds': 53}",84,16,16
6,5.0,2020.0,Abilene Christian,,7,TD,"{'minutes': 2, 'seconds': 18}",2,"{'minutes': 10, 'seconds': 15}",100,0,401240040,4012400407,Army,FBS Independents,5,True,2,"{'minutes': 12, 'seconds': 33}",42,58,58
8,5.0,2020.0,Abilene Christian,,9,PUNT,"{'minutes': 1, 'seconds': 59}",2,"{'minutes': 6, 'seconds': 0}",22,78,401240040,4012400409,Army,FBS Independents,3,False,2,"{'minutes': 7, 'seconds': 59}",25,75,-3
10,5.0,2020.0,Abilene Christian,,11,PUNT,"{'minutes': 1, 'seconds': 56}",2,"{'minutes': 1, 'seconds': 39}",36,64,401240040,40124004011,Army,FBS Independents,6,False,2,"{'minutes': 3, 'seconds': 35}",20,80,16
12,5.0,2020.0,Abilene Christian,,13,DOWNS,"{'seconds': 32, 'minutes': 0}",2,"{'seconds': 18, 'minutes': 0}",64,36,401240040,40124004013,Army,FBS Independents,4,False,2,"{'seconds': 50, 'minutes': 0}",55,45,9
14,5.0,2020.0,Abilene Christian,,15,TD,"{'minutes': 1, 'seconds': 33}",3,"{'minutes': 13, 'seconds': 27}",100,0,401240040,40124004015,Army,FBS Independents,3,True,3,"{'minutes': 15, 'seconds': 0}",25,75,75
16,5.0,2020.0,Abilene Christian,,17,PUNT,"{'minutes': 2, 'seconds': 0}",3,"{'minutes': 8, 'seconds': 22}",15,85,401240040,40124004017,Army,FBS Independents,3,False,3,"{'minutes': 10, 'seconds': 22}",9,91,6
18,5.0,2020.0,Abilene Christian,,19,TD,"{'minutes': 1, 'seconds': 15}",3,"{'minutes': 2, 'seconds': 56}",100,0,401240040,40124004019,Army,FBS Independents,3,True,3,"{'minutes': 4, 'seconds': 11}",32,68,68
20,5.0,2020.0,Abilene Christian,,21,FG,"{'minutes': 4, 'seconds': 25}",4,"{'minutes': 11, 'seconds': 12}",77,23,401240040,40124004021,Army,FBS Independents,11,True,3,"{'seconds': 37, 'minutes': 0}",22,78,55
22,5.0,2020.0,Abilene Christian,,23,TD,"{'minutes': 3, 'seconds': 58}",4,"{'minutes': 4, 'seconds': 29}",100,0,401240040,40124004023,Army,FBS Independents,8,True,4,"{'minutes': 8, 'seconds': 27}",24,76,76
24,5.0,2020.0,Abilene Christian,,25,TD,"{'minutes': 2, 'seconds': 24}",4,"{'seconds': 37, 'minutes': 0}",100,0,401240040,40124004025,Army,FBS Independents,5,True,4,"{'minutes': 3, 'seconds': 1}",54,46,46
1,6.0,2020.0,The Citadel,,2,PUNT,"{'minutes': 1, 'seconds': 35}",1,"{'minutes': 12, 'seconds': 47}",35,65,401240114,4012401142,Army,FBS Independents,3,False,1,"{'minutes': 14, 'seconds': 22}",33,67,2
3,6.0,2020.0,The Citadel,,4,PUNT,"{'minutes': 2, 'seconds': 6}",1,"{'minutes': 7, 'seconds': 23}",9,91,401240114,4012401144,Army,FBS Independents,3,False,1,"{'minutes': 9, 'seconds': 29}",7,93,2
5,6.0,2020.0,The Citadel,,6,PUNT,"{'minutes': 2, 'seconds': 59}",1,"{'minutes': 2, 'seconds': 23}",10,90,401240114,4012401146,Army,FBS Independents,5,False,1,"{'minutes': 5, 'seconds': 22}",1,99,9
7,6.0,2020.0,The Citadel,,8,DOWNS,"{'minutes': 4, 'seconds': 41}",2,"{'minutes': 10, 'seconds': 19}",75,25,401240114,4012401148,Army,FBS Independents,10,False,2,"{'minutes': 15, 'seconds': 0}",25,75,50
9,6.0,2020.0,The Citadel,,10,TD,"{'minutes': 4, 'seconds': 17}",2,"{'minutes': 2, 'seconds': 57}",100,0,401240114,40124011410,Army,FBS Independents,9,True,2,"{'minutes': 7, 'seconds': 14}",21,79,79
11,6.0,2020.0,The Citadel,,12,INT,"{'minutes': 0, 'seconds': 0}",2,"{'minutes': 0, 'seconds': 0}",29,71,401240114,40124011412,Army,FBS Independents,3,False,2,"{'minutes': 2, 'seconds': 9}",29,71,0
14,6.0,2020.0,The Citadel,,15,TD,"{'minutes': 0, 'seconds': 0}",3,"{'minutes': 0, 'seconds': 0}",100,0,401240114,40124011416,Army,FBS Independents,14,True,3,"{'minutes': 9, 'seconds': 28}",38,62,62
16,6.0,2020.0,The Citadel,,17,PUNT,"{'minutes': 1, 'seconds': 52}",4,"{'minutes': 13, 'seconds': 29}",42,58,401240114,40124011418,Army,FBS Independents,3,False,3,"{'seconds': 21, 'minutes': 0}",35,65,7
18,6.0,2020.0,The Citadel,,19,INT,"{'minutes': 0, 'seconds': 0}",4,"{'minutes': 0, 'seconds': 0}",28,72,401240114,40124011420,Army,FBS Independents,3,False,4,"{'minutes': 4, 'seconds': 59}",38,62,-10
20,6.0,2020.0,The Citadel,,21,END OF GAME,"{'minutes': 3, 'seconds': 21}",4,"{'minutes': 0, 'seconds': 0}",72,28,401240114,40124011422,Army,FBS Independents,7,False,4,"{'minutes': 3, 'seconds': 21}",35,65,37
1,7.0,2020.0,UT San Antonio,Conference USA,2,TD,"{'minutes': 2, 'seconds': 43}",1,"{'minutes': 10, 'seconds': 3}",0,0,401240115,4012401152,Army,FBS Independents,5,True,1,"{'minutes': 12, 'seconds': 46}",90,90,90
3,7.0,2020.0,UT San Antonio,Conference USA,4,PUNT,"{'minutes': 0, 'seconds': 0}",1,"{'minutes': 0, 'seconds': 0}",45,45,401240115,4012401154,Army,FBS Independents,7,False,1,"{'minutes': 8, 'seconds': 40}",75,75,30
5,7.0,2020.0,UT San Antonio,Conference USA,6,PUNT,"{'minutes': 1, 'seconds': 45}",2,"{'minutes': 13, 'seconds': 3}",75,75,401240115,4012401156,Army,FBS Independents,3,False,2,"{'minutes': 14, 'seconds': 48}",76,76,1
7,7.0,2020.0,UT San Antonio,Conference USA,8,TD,"{'minutes': 6, 'seconds': 27}",2,"{'minutes': 5, 'seconds': 6}",0,0,401240115,4012401158,Army,FBS Independents,13,True,2,"{'minutes': 11, 'seconds': 33}",74,74,74
9,7.0,2020.0,UT San Antonio,Conference USA,10,END OF HALF,"{'seconds': 11, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",55,55,401240115,40124011510,Army,FBS Independents,1,False,2,"{'seconds': 11, 'minutes': 0}",53,53,-2
10,7.0,2020.0,UT San Antonio,Conference USA,11,PUNT,"{'minutes': 4, 'seconds': 53}",3,"{'minutes': 10, 'seconds': 7}",65,65,401240115,40124011511,Army,FBS Independents,7,False,3,"{'minutes': 15, 'seconds': 0}",75,75,10
12,7.0,2020.0,UT San Antonio,Conference USA,13,TD,"{'minutes': 3, 'seconds': 6}",3,"{'minutes': 4, 'seconds': 4}",0,0,401240115,40124011513,Army,FBS Independents,7,True,3,"{'minutes': 7, 'seconds': 10}",70,70,70
