,Week,Year,defense,defense_conference,drive_number,drive_result,elapsed,end_period,end_time,end_yardline,end_yards_to_goal,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,start_yards_to_goal,yards
12,10.0,2017.0,Air Force,Mountain West,13,END OF GAME,"{'seconds': 33, 'minutes': 0}",4,"{'minutes': 0, 'seconds': 0}",53,53,400934569,40093456913,Army,FBS Independents,1,False,4,"{'seconds': 33, 'minutes': 0}",52,52,-1
0,11.0,2017.0,Duke,ACC,1,DOWNS,"{'minutes': 2, 'seconds': 14}",1,"{'minutes': 12, 'seconds': 46}",55,45,400934565,4009345651,Army,FBS Independents,4,False,1,"{'minutes': 15, 'seconds': 0}",46,54,9
2,11.0,2017.0,Duke,ACC,3,TD,"{'minutes': 6, 'seconds': 17}",1,"{'minutes': 2, 'seconds': 11}",100,0,400934565,4009345653,Army,FBS Independents,11,True,1,"{'minutes': 8, 'seconds': 28}",20,80,80
5,11.0,2017.0,Duke,ACC,6,TD,"{'minutes': 2, 'seconds': 42}",2,"{'minutes': 8, 'seconds': 16}",100,0,400934565,4009345657,Army,FBS Independents,5,True,2,"{'minutes': 10, 'seconds': 58}",36,64,64
7,11.0,2017.0,Duke,ACC,8,PUNT,"{'minutes': 2, 'seconds': 41}",2,"{'minutes': 1, 'seconds': 6}",34,66,400934565,4009345659,Army,FBS Independents,6,False,2,"{'minutes': 3, 'seconds': 47}",16,84,18
9,11.0,2017.0,Duke,ACC,10,END OF HALF,"{'seconds': 52, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",34,66,400934565,40093456511,Army,FBS Independents,2,False,2,"{'seconds': 52, 'minutes': 0}",29,71,5
11,11.0,2017.0,Duke,ACC,12,FUMBLE,"{'minutes': 4, 'seconds': 30}",3,"{'minutes': 6, 'seconds': 22}",52,48,400934565,40093456513,Army,FBS Independents,8,False,3,"{'minutes': 10, 'seconds': 52}",30,70,22
13,11.0,2017.0,Duke,ACC,14,MISSED FG,"{'minutes': 10, 'seconds': 33}",4,"{'minutes': 4, 'seconds': 15}",97,3,400934565,40093456515,Army,FBS Independents,18,False,4,"{'minutes': 14, 'seconds': 48}",22,78,75
15,11.0,2017.0,Duke,ACC,16,END OF GAME,"{'minutes': 2, 'seconds': 24}",4,"{'minutes': 0, 'seconds': 0}",50,50,400934565,40093456517,Army,FBS Independents,5,False,4,"{'minutes': 2, 'seconds': 24}",37,63,13
1,12.0,2017.0,North Texas,Conference USA,2,TD,"{'minutes': 6, 'seconds': 3}",1,"{'minutes': 4, 'seconds': 52}",0,0,400934571,4009345712,Army,FBS Independents,11,True,1,"{'minutes': 10, 'seconds': 55}",70,70,70
3,12.0,2017.0,North Texas,Conference USA,4,DOWNS,"{'minutes': 2, 'seconds': 26}",1,"{'minutes': 1, 'seconds': 5}",36,36,400934571,4009345714,Army,FBS Independents,6,False,1,"{'minutes': 3, 'seconds': 31}",75,75,39
6,12.0,2017.0,North Texas,Conference USA,7,TD,"{'minutes': 5, 'seconds': 47}",2,"{'minutes': 8, 'seconds': 58}",0,0,400934571,4009345718,Army,FBS Independents,12,True,2,"{'minutes': 14, 'seconds': 45}",75,75,75
8,12.0,2017.0,North Texas,Conference USA,9,TD,"{'minutes': 2, 'seconds': 38}",2,"{'minutes': 4, 'seconds': 33}",0,0,400934571,40093457110,Army,FBS Independents,6,True,2,"{'minutes': 7, 'seconds': 11}",75,75,75
10,12.0,2017.0,North Texas,Conference USA,11,END OF HALF,"{'seconds': 53, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",84,84,400934571,40093457112,Army,FBS Independents,2,False,2,"{'seconds': 53, 'minutes': 0}",92,92,8
11,12.0,2017.0,North Texas,Conference USA,12,TD,"{'minutes': 2, 'seconds': 39}",3,"{'minutes': 12, 'seconds': 21}",0,0,400934571,40093457113,Army,FBS Independents,5,True,3,"{'minutes': 15, 'seconds': 0}",74,74,74
13,12.0,2017.0,North Texas,Conference USA,14,PUNT,"{'minutes': 1, 'seconds': 55}",3,"{'minutes': 5, 'seconds': 9}",61,61,400934571,40093457115,Army,FBS Independents,3,False,3,"{'minutes': 7, 'seconds': 4}",69,69,8
15,12.0,2017.0,North Texas,Conference USA,16,TD,"{'minutes': 3, 'seconds': 58}",4,"{'minutes': 14, 'seconds': 42}",0,0,400934571,40093457117,Army,FBS Independents,8,True,3,"{'minutes': 3, 'seconds': 40}",58,58,58
17,12.0,2017.0,North Texas,Conference USA,18,TD,"{'minutes': 5, 'seconds': 59}",4,"{'minutes': 4, 'seconds': 5}",0,0,400934571,40093457119,Army,FBS Independents,11,True,4,"{'minutes': 10, 'seconds': 4}",75,75,75
19,12.0,2017.0,North Texas,Conference USA,20,TD,"{'minutes': 1, 'seconds': 50}",4,"{'minutes': 1, 'seconds': 23}",0,0,400934571,40093457121,Army,FBS Independents,6,True,4,"{'minutes': 3, 'seconds': 13}",75,75,75
0,15.0,2017.0,Navy,American Athletic,1,TD,"{'minutes': 6, 'seconds': 54}",1,"{'minutes': 8, 'seconds': 6}",0,0,400934572,4009345721,Army,FBS Independents,11,True,1,"{'minutes': 15, 'seconds': 0}",68,68,68
2,15.0,2017.0,Navy,American Athletic,3,PUNT,"{'minutes': 2, 'seconds': 55}",2,"{'minutes': 13, 'seconds': 0}",52,52,400934572,4009345723,Army,FBS Independents,5,False,1,"{'seconds': 55, 'minutes': 0}",75,75,23
4,15.0,2017.0,Navy,American Athletic,5,PUNT,"{'minutes': 2, 'seconds': 15}",2,"{'minutes': 9, 'seconds': 13}",72,72,400934572,4009345725,Army,FBS Independents,3,False,2,"{'minutes': 11, 'seconds': 28}",80,80,8
6,15.0,2017.0,Navy,American Athletic,7,PUNT,"{'minutes': 2, 'seconds': 11}",2,"{'minutes': 5, 'seconds': 22}",50,50,400934572,4009345727,Army,FBS Independents,4,False,2,"{'minutes': 7, 'seconds': 33}",63,63,13
8,15.0,2017.0,Navy,American Athletic,9,END OF HALF,"{'seconds': 9, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",73,73,400934572,4009345729,Army,FBS Independents,1,False,2,"{'seconds': 9, 'minutes': 0}",80,80,7
10,15.0,2017.0,Navy,American Athletic,11,MISSED FG,"{'minutes': 9, 'seconds': 21}",4,"{'minutes': 14, 'seconds': 55}",18,18,400934572,40093457211,Army,FBS Independents,14,False,3,"{'minutes': 9, 'seconds': 16}",80,80,62
12,15.0,2017.0,Navy,American Athletic,13,TD,"{'minutes': 7, 'seconds': 40}",4,"{'minutes': 5, 'seconds': 10}",0,0,400934572,40093457213,Army,FBS Independents,13,True,4,"{'minutes': 12, 'seconds': 50}",65,65,65
1,1.0,2018.0,Duke,ACC,2,FUMBLE,"{'seconds': 35, 'minutes': 0}",1,"{'minutes': 12, 'seconds': 51}",70,70,401013089,4010130892,Army,FBS Independents,2,False,1,"{'minutes': 13, 'seconds': 26}",82,82,14
3,1.0,2018.0,Duke,ACC,4,MISSED FG,"{'minutes': 7, 'seconds': 23}",1,"{'minutes': 2, 'seconds': 31}",16,16,401013089,4010130894,Army,FBS Independents,13,False,1,"{'minutes': 9, 'seconds': 54}",75,75,59
5,1.0,2018.0,Duke,ACC,6,FUMBLE,"{'minutes': 4, 'seconds': 22}",2,"{'minutes': 9, 'seconds': 32}",30,30,401013089,4010130896,Army,FBS Independents,8,False,2,"{'minutes': 13, 'seconds': 54}",75,75,46
7,1.0,2018.0,Duke,ACC,8,PUNT,"{'minutes': 5, 'seconds': 59}",2,"{'minutes': 2, 'seconds': 28}",43,43,401013089,4010130898,Army,FBS Independents,10,False,2,"{'minutes': 8, 'seconds': 27}",75,75,32
9,1.0,2018.0,Duke,ACC,10,PUNT,"{'minutes': 2, 'seconds': 10}",3,"{'minutes': 12, 'seconds': 50}",86,86,401013089,40101308910,Army,FBS Independents,4,False,3,"{'minutes': 15, 'seconds': 0}",84,84,-2
11,1.0,2018.0,Duke,ACC,12,TD,"{'minutes': 6, 'seconds': 14}",3,"{'minutes': 5, 'seconds': 44}",0,0,401013089,40101308912,Army,FBS Independents,11,True,3,"{'minutes': 11, 'seconds': 58}",55,55,55
13,1.0,2018.0,Duke,ACC,14,TD,"{'minutes': 2, 'seconds': 16}",3,"{'seconds': 57, 'minutes': 0}",0,0,401013089,40101308914,Army,FBS Independents,5,True,3,"{'minutes': 3, 'seconds': 13}",75,75,75
15,1.0,2018.0,Duke,ACC,16,MISSED FG,"{'minutes': 6, 'seconds': 42}",4,"{'minutes': 6, 'seconds': 45}",28,28,401013089,40101308916,Army,FBS Independents,14,False,4,"{'minutes': 13, 'seconds': 27}",75,75,47
17,1.0,2018.0,Duke,ACC,18,PUNT,"{'seconds': 27, 'minutes': 0}",4,"{'minutes': 3, 'seconds': 32}",75,75,401013089,40101308918,Army,FBS Independents,3,False,4,"{'minutes': 3, 'seconds': 59}",75,75,0
1,2.0,2018.0,Liberty,FBS Independents,2,PUNT,"{'minutes': 4, 'seconds': 9}",1,"{'minutes': 9, 'seconds': 43}",48,52,401013367,4010133672,Army,FBS Independents,9,False,1,"{'minutes': 13, 'seconds': 52}",43,57,5
3,2.0,2018.0,Liberty,FBS Independents,4,TD,"{'minutes': 4, 'seconds': 20}",1,"{'minutes': 3, 'seconds': 0}",100,0,401013367,4010133674,Army,FBS Independents,8,True,1,"{'minutes': 7, 'seconds': 20}",19,81,81
5,2.0,2018.0,Liberty,FBS Independents,6,TD,"{'seconds': 43, 'minutes': 0}",1,"{'minutes': 1, 'seconds': 27}",100,0,401013367,4010133676,Army,FBS Independents,2,True,1,"{'minutes': 2, 'seconds': 10}",69,31,31
7,2.0,2018.0,Liberty,FBS Independents,8,PUNT,"{'minutes': 4, 'seconds': 1}",2,"{'minutes': 10, 'seconds': 53}",27,73,401013367,4010133678,Army,FBS Independents,7,False,2,"{'minutes': 14, 'seconds': 54}",15,85,12
9,2.0,2018.0,Liberty,FBS Independents,10,PUNT,"{'minutes': 2, 'seconds': 26}",2,"{'minutes': 5, 'seconds': 29}",48,52,401013367,40101336710,Army,FBS Independents,4,False,2,"{'minutes': 7, 'seconds': 55}",27,73,21
11,2.0,2018.0,Liberty,FBS Independents,12,FG,"{'minutes': 3, 'seconds': 29}",2,"{'minutes': 0, 'seconds': 0}",76,24,401013367,40101336712,Army,FBS Independents,12,True,2,"{'minutes': 3, 'seconds': 29}",57,43,19
12,2.0,2018.0,Liberty,FBS Independents,13,TD,"{'minutes': 1, 'seconds': 27}",3,"{'minutes': 13, 'seconds': 33}",100,0,401013367,40101336713,Army,FBS Independents,3,True,3,"{'minutes': 15, 'seconds': 0}",25,75,75
14,2.0,2018.0,Liberty,FBS Independents,15,PUNT,"{'minutes': 3, 'seconds': 36}",3,"{'minutes': 9, 'seconds': 29}",50,50,401013367,40101336715,Army,FBS Independents,8,False,3,"{'minutes': 13, 'seconds': 5}",25,75,25
16,2.0,2018.0,Liberty,FBS Independents,17,PUNT,"{'minutes': 2, 'seconds': 55}",3,"{'minutes': 2, 'seconds': 44}",52,48,401013367,40101336717,Army,FBS Independents,5,False,3,"{'minutes': 5, 'seconds': 39}",25,75,27
18,2.0,2018.0,Liberty,FBS Independents,19,TD,"{'minutes': 4, 'seconds': 16}",4,"{'minutes': 11, 'seconds': 47}",100,0,401013367,40101336719,Army,FBS Independents,10,True,3,"{'minutes': 1, 'seconds': 3}",20,80,80
20,2.0,2018.0,Liberty,FBS Independents,21,TD,"{'minutes': 4, 'seconds': 28}",4,"{'minutes': 7, 'seconds': 13}",100,0,401013367,40101336721,Army,FBS Independents,9,True,4,"{'minutes': 11, 'seconds': 41}",49,51,51
22,2.0,2018.0,Liberty,FBS Independents,23,PUNT,"{'minutes': 4, 'seconds': 1}",4,"{'minutes': 3, 'seconds': 12}",49,51,401013367,40101336723,Army,FBS Independents,3,False,4,"{'minutes': 7, 'seconds': 13}",46,54,3
24,2.0,2018.0,Liberty,FBS Independents,25,Uncategorized,"{'minutes': 1, 'seconds': 57}",4,"{'minutes': 0, 'seconds': 0}",49,51,401013367,40101336725,Army,FBS Independents,2,False,4,"{'minutes': 1, 'seconds': 57}",42,58,7
1,3.0,2018.0,Hawai'i,Mountain West,2,PUNT,"{'minutes': 1, 'seconds': 39}",1,"{'minutes': 11, 'seconds': 29}",26,74,401013368,4010133682,Army,FBS Independents,3,False,1,"{'minutes': 13, 'seconds': 8}",25,75,1
3,3.0,2018.0,Hawai'i,Mountain West,4,TD,"{'minutes': 2, 'seconds': 42}",1,"{'minutes': 6, 'seconds': 17}",100,0,401013368,4010133684,Army,FBS Independents,5,True,1,"{'minutes': 8, 'seconds': 59}",34,66,66
5,3.0,2018.0,Hawai'i,Mountain West,6,TD,"{'minutes': 7, 'seconds': 28}",2,"{'minutes': 12, 'seconds': 37}",100,0,401013368,4010133686,Army,FBS Independents,14,True,1,"{'minutes': 5, 'seconds': 15}",36,64,64
7,3.0,2018.0,Hawai'i,Mountain West,8,TD,"{'minutes': 3, 'seconds': 23}",2,"{'minutes': 3, 'seconds': 42}",100,0,401013368,4010133688,Army,FBS Independents,6,True,2,"{'minutes': 7, 'seconds': 5}",25,75,75
9,3.0,2018.0,Hawai'i,Mountain West,10,MISSED FG,"{'minutes': 2, 'seconds': 28}",2,"{'seconds': 7, 'minutes': 0}",90,10,401013368,40101336810,Army,FBS Independents,8,False,2,"{'minutes': 2, 'seconds': 35}",52,48,38
11,3.0,2018.0,Hawai'i,Mountain West,12,PUNT,"{'minutes': 6, 'seconds': 41}",3,"{'minutes': 8, 'seconds': 13}",64,36,401013368,40101336812,Army,FBS Independents,10,False,3,"{'minutes': 14, 'seconds': 54}",23,77,41
13,3.0,2018.0,Hawai'i,Mountain West,14,PUNT,"{'minutes': 4, 'seconds': 20}",3,"{'minutes': 2, 'seconds': 17}",57,43,401013368,40101336814,Army,FBS Independents,6,False,3,"{'minutes': 6, 'seconds': 37}",44,56,13
15,3.0,2018.0,Hawai'i,Mountain West,16,TD,"{'minutes': 6, 'seconds': 5}",4,"{'minutes': 8, 'seconds': 55}",100,0,401013368,40101336816,Army,FBS Independents,12,True,4,"{'minutes': 15, 'seconds': 0}",27,73,73
17,3.0,2018.0,Hawai'i,Mountain West,18,DOWNS,"{'minutes': 5, 'seconds': 42}",4,"{'minutes': 3, 'seconds': 0}",72,28,401013368,40101336818,Army,FBS Independents,11,False,4,"{'minutes': 8, 'seconds': 42}",25,75,47
19,3.0,2018.0,Hawai'i,Mountain West,20,Uncategorized,"{'seconds': 54, 'minutes': 0}",4,"{'minutes': 0, 'seconds': 0}",8,92,401013368,40101336820,Army,FBS Independents,2,False,4,"{'seconds': 54, 'minutes': 0}",11,89,-3
1,4.0,2018.0,Oklahoma,Big 12,2,TD,"{'minutes': 9, 'seconds': 31}",1,"{'minutes': 2, 'seconds': 49}",0,0,401013066,4010130662,Army,FBS Independents,16,True,1,"{'minutes': 12, 'seconds': 20}",75,75,75
3,4.0,2018.0,Oklahoma,Big 12,4,TD,"{'minutes': 8, 'seconds': 54}",2,"{'minutes': 6, 'seconds': 19}",0,0,401013066,4010130664,Army,FBS Independents,16,True,1,"{'seconds': 13, 'minutes': 0}",75,75,75
5,4.0,2018.0,Oklahoma,Big 12,6,PUNT,"{'minutes': 2, 'seconds': 57}",2,"{'minutes': 1, 'seconds': 28}",43,43,401013066,4010130666,Army,FBS Independents,8,False,2,"{'minutes': 4, 'seconds': 25}",75,75,32
7,4.0,2018.0,Oklahoma,Big 12,8,END OF HALF,"{'seconds': 39, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",26,26,401013066,4010130668,Army,FBS Independents,4,False,2,"{'seconds': 39, 'minutes': 0}",54,54,28
8,4.0,2018.0,Oklahoma,Big 12,9,PUNT,"{'minutes': 1, 'seconds': 47}",3,"{'minutes': 13, 'seconds': 13}",74,74,401013066,4010130669,Army,FBS Independents,3,False,3,"{'minutes': 15, 'seconds': 0}",75,75,1
10,4.0,2018.0,Oklahoma,Big 12,11,TD,"{'minutes': 10, 'seconds': 47}",3,"{'minutes': 1, 'seconds': 51}",0,0,401013066,40101306611,Army,FBS Independents,19,True,3,"{'minutes': 12, 'seconds': 38}",85,85,85
12,4.0,2018.0,Oklahoma,Big 12,13,INT,"{'minutes': 10, 'seconds': 6}",4,"{'minutes': 2, 'seconds': 17}",34,34,401013066,40101306613,Army,FBS Independents,17,False,4,"{'minutes': 12, 'seconds': 23}",99,99,65
15,4.0,2018.0,Oklahoma,Big 12,16,Uncategorized,"{'minutes': 0, 'seconds': 0}",5,"{'minutes': 0, 'seconds': 0}",100,100,401013066,40101306617,Army,FBS Independents,3,False,5,"{'minutes': 0, 'seconds': 0}",25,25,3
1,5.0,2018.0,Buffalo,Mid-American,2,INT,"{'minutes': 3, 'seconds': 1}",1,"{'minutes': 10, 'seconds': 42}",63,63,401013369,4010133692,Army,FBS Independents,6,False,1,"{'minutes': 13, 'seconds': 43}",86,86,23
3,5.0,2018.0,Buffalo,Mid-American,4,TD,"{'minutes': 5, 'seconds': 50}",1,"{'minutes': 2, 'seconds': 6}",0,0,401013369,4010133694,Army,FBS Independents,11,True,1,"{'minutes': 7, 'seconds': 56}",74,74,74
5,5.0,2018.0,Buffalo,Mid-American,6,TD,"{'minutes': 7, 'seconds': 2}",2,"{'minutes': 7, 'seconds': 46}",0,0,401013369,4010133696,Army,FBS Independents,12,True,2,"{'minutes': 14, 'seconds': 48}",77,77,77
8,5.0,2018.0,Buffalo,Mid-American,9,END OF HALF,"{'minutes': 2, 'seconds': 40}",2,"{'minutes': 0, 'seconds': 0}",78,78,401013369,40101336910,Army,FBS Independents,6,False,2,"{'minutes': 2, 'seconds': 40}",92,92,14
9,5.0,2018.0,Buffalo,Mid-American,10,PUNT,"{'minutes': 2, 'seconds': 3}",3,"{'minutes': 12, 'seconds': 57}",80,80,401013369,40101336911,Army,FBS Independents,3,False,3,"{'minutes': 15, 'seconds': 0}",75,75,-5
11,5.0,2018.0,Buffalo,Mid-American,12,TD,"{'minutes': 5, 'seconds': 11}",3,"{'minutes': 2, 'seconds': 44}",0,0,401013369,40101336913,Army,FBS Independents,10,True,3,"{'minutes': 7, 'seconds': 55}",75,75,75
13,5.0,2018.0,Buffalo,Mid-American,14,TD,"{'minutes': 7, 'seconds': 44}",4,"{'minutes': 9, 'seconds': 10}",0,0,401013369,40101336915,Army,FBS Independents,13,True,3,"{'minutes': 2, 'seconds': 1}",81,81,81
15,5.0,2018.0,Buffalo,Mid-American,16,TD,"{'seconds': 52, 'minutes': 0}",4,"{'minutes': 6, 'seconds': 57}",0,0,401013369,40101336917,Army,FBS Independents,3,True,4,"{'minutes': 7, 'seconds': 49}",31,31,31
17,5.0,2018.0,Buffalo,Mid-American,18,END OF GAME,"{'minutes': 3, 'seconds': 23}",4,"{'minutes': 0, 'seconds': 0}",35,35,401013369,40101336919,Army,FBS Independents,5,False,4,"{'minutes': 3, 'seconds': 23}",65,65,30
1,7.0,2018.0,San José State,Mountain West,2,PUNT,"{'minutes': 2, 'seconds': 45}",1,"{'minutes': 10, 'seconds': 51}",42,42,401013370,4010133702,Army,FBS Independents,5,False,1,"{'minutes': 13, 'seconds': 36}",58,58,16
3,7.0,2018.0,San José State,Mountain West,4,TD,"{'minutes': 4, 'seconds': 21}",2,"{'minutes': 14, 'seconds': 47}",0,0,401013370,4010133704,Army,FBS Independents,8,True,1,"{'minutes': 4, 'seconds': 14}",75,75,75
5,7.0,2018.0,San José State,Mountain West,6,PUNT,"{'minutes': 3, 'seconds': 30}",2,"{'minutes': 8, 'seconds': 5}",72,72,401013370,4010133706,Army,FBS Independents,6,False,2,"{'minutes': 11, 'seconds': 35}",89,89,17
7,7.0,2018.0,San José State,Mountain West,8,TD,"{'minutes': 6, 'seconds': 28}",2,"{'seconds': 6, 'minutes': 0}",0,0,401013370,4010133708,Army,FBS Independents,12,True,2,"{'minutes': 6, 'seconds': 34}",57,57,57
9,7.0,2018.0,San José State,Mountain West,10,TD,"{'minutes': 5, 'seconds': 54}",3,"{'minutes': 9, 'seconds': 6}",0,0,401013370,40101337010,Army,FBS Independents,11,True,3,"{'minutes': 15, 'seconds': 0}",75,75,75
11,7.0,2018.0,San José State,Mountain West,12,FG,"{'minutes': 1, 'seconds': 26}",3,"{'minutes': 7, 'seconds': 35}",16,16,401013370,40101337012,Army,FBS Independents,4,True,3,"{'minutes': 9, 'seconds': 1}",19,19,3
13,7.0,2018.0,San José State,Mountain West,14,TD,"{'minutes': 1, 'seconds': 12}",3,"{'minutes': 6, 'seconds': 18}",0,0,401013370,40101337014,Army,FBS Independents,2,True,3,"{'minutes': 7, 'seconds': 30}",10,10,10
15,7.0,2018.0,San José State,Mountain West,16,TD,"{'minutes': 3, 'seconds': 38}",3,"{'minutes': 1, 'seconds': 37}",0,0,401013370,40101337016,Army,FBS Independents,8,True,3,"{'minutes': 5, 'seconds': 15}",35,35,35
18,7.0,2018.0,San José State,Mountain West,19,TD,"{'minutes': 5, 'seconds': 4}",4,"{'minutes': 5, 'seconds': 0}",0,0,401013370,40101337020,Army,FBS Independents,9,True,4,"{'minutes': 10, 'seconds': 4}",80,80,80
20,7.0,2018.0,San José State,Mountain West,21,END OF GAME,"{'minutes': 3, 'seconds': 21}",4,"{'minutes': 0, 'seconds': 0}",17,17,401013370,40101337022,Army,FBS Independents,6,False,4,"{'minutes': 3, 'seconds': 21}",69,69,52
1,8.0,2018.0,Miami (OH),Mid-American,2,TD,"{'minutes': 6, 'seconds': 59}",1,"{'minutes': 6, 'seconds': 57}",100,0,401013371,4010133712,Army,FBS Independents,12,True,1,"{'minutes': 13, 'seconds': 56}",46,54,54
3,8.0,2018.0,Miami (OH),Mid-American,4,TD,"{'minutes': 8, 'seconds': 30}",2,"{'minutes': 9, 'seconds': 40}",100,0,401013371,4010133714,Army,FBS Independents,15,True,1,"{'minutes': 3, 'seconds': 25}",26,74,74
5,8.0,2018.0,Miami (OH),Mid-American,6,DOWNS,"{'minutes': 7, 'seconds': 38}",2,"{'seconds': 2, 'minutes': 0}",99,1,401013371,4010133716,Army,FBS Independents,15,False,2,"{'minutes': 7, 'seconds': 40}",25,75,74
7,8.0,2018.0,Miami (OH),Mid-American,8,PUNT,"{'minutes': 1, 'seconds': 57}",3,"{'minutes': 13, 'seconds': 3}",31,69,401013371,4010133718,Army,FBS Independents,3,False,3,"{'minutes': 15, 'seconds': 0}",25,75,6
9,8.0,2018.0,Miami (OH),Mid-American,10,PUNT,"{'minutes': 3, 'seconds': 27}",3,"{'minutes': 6, 'seconds': 35}",33,67,401013371,40101337110,Army,FBS Independents,6,False,3,"{'minutes': 10, 'seconds': 2}",15,85,18
11,8.0,2018.0,Miami (OH),Mid-American,12,TD,"{'minutes': 4, 'seconds': 31}",3,"{'minutes': 0, 'seconds': 0}",100,0,401013371,40101337112,Army,FBS Independents,8,True,3,"{'minutes': 4, 'seconds': 31}",20,80,80
13,8.0,2018.0,Miami (OH),Mid-American,14,PUNT,"{'minutes': 2, 'seconds': 10}",4,"{'minutes': 6, 'seconds': 17}",28,72,401013371,40101337114,Army,FBS Independents,3,False,4,"{'minutes': 8, 'seconds': 27}",22,78,6
15,8.0,2018.0,Miami (OH),Mid-American,16,PUNT,"{'seconds': 54, 'minutes': 0}",4,"{'minutes': 3, 'seconds': 28}",54,46,401013371,40101337116,Army,FBS Independents,3,False,4,"{'minutes': 4, 'seconds': 22}",47,53,7
17,8.0,2018.0,Miami (OH),Mid-American,18,END OF 4TH QUARTER,"{'seconds': 11, 'minutes': 0}",4,"{'minutes': 0, 'seconds': 0}",24,76,401013371,40101337118,Army,FBS Independents,1,False,4,"{'seconds': 11, 'minutes': 0}",25,75,-1
19,8.0,2018.0,Miami (OH),Mid-American,20,FG,"{'minutes': 0, 'seconds': 0}",5,"{'minutes': 0, 'seconds': 0}",80,20,401013371,40101337120,Army,FBS Independents,7,True,5,"{'minutes': 0, 'seconds': 0}",75,25,5
20,8.0,2018.0,Miami (OH),Mid-American,21,TD,"{'minutes': 0, 'seconds': 0}",5,"{'minutes': 0, 'seconds': 0}",100,0,401013371,40101337121,Army,FBS Independents,4,True,5,"{'minutes': 0, 'seconds': 0}",75,25,25
1,9.0,2018.0,Eastern Michigan,Mid-American,2,FG,"{'minutes': 10, 'seconds': 28}",1,"{'minutes': 2, 'seconds': 56}",6,6,401013372,4010133722,Army,FBS Independents,19,True,1,"{'minutes': 13, 'seconds': 24}",70,70,64
3,9.0,2018.0,Eastern Michigan,Mid-American,4,FG,"{'minutes': 6, 'seconds': 43}",2,"{'minutes': 8, 'seconds': 37}",6,6,401013372,4010133724,Army,FBS Independents,12,True,1,"{'seconds': 20, 'minutes': 0}",80,80,74
5,9.0,2018.0,Eastern Michigan,Mid-American,6,FG,"{'minutes': 4, 'seconds': 40}",2,"{'minutes': 2, 'seconds': 25}",10,10,401013372,4010133726,Army,FBS Independents,8,True,2,"{'minutes': 7, 'seconds': 5}",58,58,48
7,9.0,2018.0,Eastern Michigan,Mid-American,8,TD,"{'minutes': 1, 'seconds': 17}",2,"{'seconds': 18, 'minutes': 0}",0,0,401013372,4010133728,Army,FBS Independents,5,True,2,"{'minutes': 1, 'seconds': 35}",62,62,62
9,9.0,2018.0,Eastern Michigan,Mid-American,10,PUNT,"{'minutes': 1, 'seconds': 56}",3,"{'minutes': 13, 'seconds': 4}",68,68,401013372,40101337210,Army,FBS Independents,3,False,3,"{'minutes': 15, 'seconds': 0}",75,75,7
11,9.0,2018.0,Eastern Michigan,Mid-American,12,PUNT,"{'minutes': 2, 'seconds': 0}",3,"{'minutes': 9, 'seconds': 20}",68,68,401013372,40101337212,Army,FBS Independents,3,False,3,"{'minutes': 11, 'seconds': 20}",75,75,7
13,9.0,2018.0,Eastern Michigan,Mid-American,14,TD,"{'minutes': 5, 'seconds': 20}",3,"{'minutes': 3, 'seconds': 40}",0,0,401013372,40101337214,Army,FBS Independents,10,True,3,"{'minutes': 9, 'seconds': 0}",75,75,75
15,9.0,2018.0,Eastern Michigan,Mid-American,16,TD,"{'minutes': 6, 'seconds': 49}",4,"{'minutes': 11, 'seconds': 26}",0,0,401013372,40101337216,Army,FBS Independents,11,True,3,"{'minutes': 3, 'seconds': 15}",47,47,43
17,9.0,2018.0,Eastern Michigan,Mid-American,18,TD,"{'minutes': 6, 'seconds': 18}",4,"{'seconds': 45, 'minutes': 0}",0,0,401013372,40101337218,Army,FBS Independents,12,True,4,"{'minutes': 7, 'seconds': 3}",84,84,84
0,10.0,2018.0,Air Force,Mountain West,1,TD,"{'minutes': 13, 'seconds': 3}",1,"{'minutes': 1, 'seconds': 57}",100,0,401013373,4010133731,Army,FBS Independents,21,True,1,"{'minutes': 15, 'seconds': 0}",25,75,75
2,10.0,2018.0,Air Force,Mountain West,3,PUNT,"{'minutes': 1, 'seconds': 39}",2,"{'minutes': 13, 'seconds': 2}",25,75,401013373,4010133733,Army,FBS Independents,3,False,2,"{'minutes': 14, 'seconds': 41}",26,74,-1
4,10.0,2018.0,Air Force,Mountain West,5,TD,"{'minutes': 6, 'seconds': 47}",2,"{'minutes': 4, 'seconds': 3}",100,0,401013373,4010133735,Army,FBS Independents,11,True,2,"{'minutes': 10, 'seconds': 50}",11,89,89
6,10.0,2018.0,Air Force,Mountain West,7,END OF HALF,"{'seconds': 46, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",5,95,401013373,4010133737,Army,FBS Independents,2,False,2,"{'seconds': 46, 'minutes': 0}",4,96,1
8,10.0,2018.0,Air Force,Mountain West,9,PUNT,"{'minutes': 2, 'seconds': 26}",3,"{'minutes': 10, 'seconds': 30}",29,71,401013373,4010133739,Army,FBS Independents,3,False,3,"{'minutes': 12, 'seconds': 56}",20,80,9
