,Week,Year,away,clock,defense,defense_conference,defense_score,defense_timeouts,distance,down,drive_id,drive_number,game_id,home,id,offense,offense_conference,offense_score,offense_timeouts,period,play_number,play_text,play_type,ppa,scoring,yard_line,yards_gained,yards_to_goal
0,3.0,2014.0,Army,"{'minutes': 15, 'seconds': 0}",Stanford,Pac-12,0,3,10,1,4005482651,1,400548265,Stanford,400548265101849902,Army,FBS Independents,0,3,1,1,Daniel Grochowski kickoff for 65 yds for a touchback,Kickoff,,False,65,0,65
11,3.0,2014.0,Army,"{'minutes': 10, 'seconds': 31}",Stanford,Pac-12,7,3,10,1,4005482652,2,400548265,Stanford,400548265101896801,Army,FBS Independents,0,3,1,2,Larry Dixon run for 13 yds to the Army 25 for a 1ST down,Rush,0.65350487186299504,False,88,13,88
12,3.0,2014.0,Army,"{'minutes': 9, 'seconds': 55}",Stanford,Pac-12,7,3,10,1,4005482652,2,400548265,Stanford,400548265101904401,Army,FBS Independents,0,3,1,3,Larry Dixon run for a loss of 1 yard to the Army 24,Rush,-0.80148935081570998,False,75,-1,75
13,3.0,2014.0,Army,"{'minutes': 9, 'seconds': 20}",Stanford,Pac-12,7,3,11,2,4005482652,2,400548265,Stanford,400548265101907901,Army,FBS Independents,0,3,1,4,Larry Dixon run for no gain to the Army 24,Rush,-0.29427450685877776,False,76,0,76
14,3.0,2014.0,Army,"{'minutes': 8, 'seconds': 40}",Stanford,Pac-12,7,3,11,3,4005482652,2,400548265,Stanford,400548265101915901,Army,FBS Independents,0,3,1,5,Angel Santiago pass complete to Larry Dixon for 3 yds to the Army 27,Pass Reception,-0.05985762423817764,False,76,3,76
15,3.0,2014.0,Army,"{'minutes': 8, 'seconds': 3}",Stanford,Pac-12,7,3,8,4,4005482652,2,400548265,Stanford,400548265101919601,Army,FBS Independents,0,3,1,6,"Alex Tardieu punt for 49 yds , Ty Montgomery returns for no gain to the Stanf 24",Punt,,False,73,0,73
20,3.0,2014.0,Army,"{'minutes': 6, 'seconds': 40}",Stanford,Pac-12,7,3,12,2,4005482654,4,400548265,Stanford,400548265101935901,Army,FBS Independents,0,3,1,1,Larry Dixon run for 6 yds to the Army 19,Rush,0.07573726731974695,False,87,6,87
21,3.0,2014.0,Army,"{'minutes': 6, 'seconds': 20}",Stanford,Pac-12,7,3,10,1,4005482654,4,400548265,Stanford,400548265101937901,Army,FBS Independents,0,3,1,2,Larry Dixon run for a loss of 2 yards to the Army 13,Rush,-0.54762649153151342,False,85,-2,85
22,3.0,2014.0,Army,"{'minutes': 5, 'seconds': 0}",Stanford,Pac-12,7,3,6,3,4005482654,4,400548265,Stanford,400548265101949901,Army,FBS Independents,0,3,1,3,Angel Santiago run for 4 yds to the Army 23,Rush,-0.02790379562614298,False,81,4,81
23,3.0,2014.0,Army,"{'minutes': 4, 'seconds': 7}",Stanford,Pac-12,7,3,2,4,4005482654,4,400548265,Stanford,400548265101959201,Army,FBS Independents,0,3,1,4,"Alex Tardieu punt for 43 yds, downed at the Stanf 34",Punt,,False,77,0,77
32,3.0,2014.0,Army,"{'seconds': 35, 'minutes': 0}",Stanford,Pac-12,7,3,10,1,4005482656,6,400548265,Stanford,400548265101996401,Army,FBS Independents,0,3,1,1,Angel Santiago run for 4 yds to the Army 9,Rush,-0.034416290824034415,False,95,4,95
33,3.0,2014.0,Army,"{'seconds': 10, 'minutes': 0}",Stanford,Pac-12,7,3,6,2,4005482656,6,400548265,Stanford,400548265101998901,Army,FBS Independents,0,3,1,2,Raymond Maples run for a loss of 1 yard to the Army 8,Rush,-0.297304825904215675,False,91,-1,91
34,3.0,2014.0,Army,"{'minutes': 0, 'seconds': 0}",Stanford,Pac-12,7,3,0,0,4005482656,6,400548265,Stanford,400548265101998902,Army,FBS Independents,0,3,1,3,End of 1st Quarter,End Period,,False,0,0,0
35,3.0,2014.0,Army,"{'minutes': 14, 'seconds': 55}",Stanford,Pac-12,7,3,7,3,4005482656,6,400548265,Stanford,400548265102854401,Army,FBS Independents,0,3,2,4,Tony Giovannelli run for a loss of 4 yards to the Army 4,Rush,-0.12880393396895065,False,92,-4,92
36,3.0,2014.0,Army,"{'minutes': 14, 'seconds': 6}",Stanford,Pac-12,7,3,11,4,4005482656,6,400548265,Stanford,400548265102859301,Army,FBS Independents,0,3,2,5,"STANFORD Penalty, Running Into Kicker (Kodi Whitfield) to the Army 9",Penalty,,False,96,5,96
37,3.0,2014.0,Army,"{'minutes': 13, 'seconds': 54}",Stanford,Pac-12,7,3,6,4,4005482656,6,400548265,Stanford,400548265102864501,Army,FBS Independents,0,3,2,6,"Alex Tardieu punt for 45 yds , Ty Montgomery returns for 11 yds to the Army 43 Ty Montgomery fumbled, forced by Jeremy Timpf, recovered by Army Matt Giachinta",Punt,,False,91,11,91
38,3.0,2014.0,Army,"{'minutes': 13, 'seconds': 45}",Stanford,Pac-12,7,3,10,1,4005482657,7,400548265,Stanford,400548265102865401,Army,FBS Independents,0,3,2,1,Raymond Maples run for 8 yds to the Stanf 49,Rush,0.9766666141209867,False,57,8,57
39,3.0,2014.0,Army,"{'minutes': 13, 'seconds': 15}",Stanford,Pac-12,7,3,2,2,4005482657,7,400548265,Stanford,400548265102868401,Army,FBS Independents,0,3,2,2,Angel Santiago run for 1 yd to the Stanf 48,Rush,-1.0317343111897568,False,49,1,49
40,3.0,2014.0,Army,"{'minutes': 12, 'seconds': 51}",Stanford,Pac-12,7,3,1,3,4005482657,7,400548265,Stanford,400548265102874801,Army,FBS Independents,0,2,2,3,"Timeout ARMY, clock 12:51",Timeout,,False,48,0,48
41,3.0,2014.0,Army,"{'minutes': 12, 'seconds': 46}",Stanford,Pac-12,7,3,1,3,4005482657,7,400548265,Stanford,400548265102875301,Army,FBS Independents,0,2,2,4,Larry Dixon run for 3 yds to the Stanf 45 for a 1ST down,Rush,1.0438703095130286,False,48,3,48
42,3.0,2014.0,Army,"{'minutes': 12, 'seconds': 15}",Stanford,Pac-12,7,3,10,1,4005482657,7,400548265,Stanford,400548265102878401,Army,FBS Independents,0,2,2,5,Larry Dixon run for 1 yd to the Stanf 44,Rush,-0.7709607025343227,False,45,1,45
43,3.0,2014.0,Army,"{'minutes': 11, 'seconds': 35}",Stanford,Pac-12,7,3,9,2,4005482657,7,400548265,Stanford,400548265102886401,Army,FBS Independents,0,2,2,6,Tony Giovannelli run for 1 yd to the Stanf 43,Rush,-0.8516541349879958,False,44,1,44
44,3.0,2014.0,Army,"{'minutes': 10, 'seconds': 55}",Stanford,Pac-12,7,3,8,3,4005482657,7,400548265,Stanford,400548265102894401,Army,FBS Independents,0,2,2,7,Xavier Moss run for a loss of 12 yards to the Army 45,Rush,-2.10520229116804907,False,43,-12,43
45,3.0,2014.0,Army,"{'minutes': 10, 'seconds': 15}",Stanford,Pac-12,7,3,20,4,4005482657,7,400548265,Stanford,400548265102898401,Army,FBS Independents,0,2,2,8,"Alex Tardieu punt for 34 yds, fair catch by Ty Montgomery at the Stanf 21",Punt,,False,55,0,55
51,3.0,2014.0,Army,"{'minutes': 8, 'seconds': 0}",Stanford,Pac-12,7,3,10,1,4005482659,9,400548265,Stanford,400548265102919901,Army,FBS Independents,0,2,2,1,"Larry Dixon run for 21 yds to the Army 33 ARMY Penalty, Personal Foul (Tony Giovannelli) to the Army 18",Rush,0.22481186304046564,False,88,6,88
52,3.0,2014.0,Army,"{'minutes': 7, 'seconds': 33}",Stanford,Pac-12,7,3,10,1,4005482659,9,400548265,Stanford,400548265102926601,Army,FBS Independents,0,1,2,2,"Timeout ARMY, clock 07:33",Timeout,,False,82,0,82
53,3.0,2014.0,Army,"{'minutes': 7, 'seconds': 25}",Stanford,Pac-12,7,3,10,1,4005482659,9,400548265,Stanford,400548265102927401,Army,FBS Independents,0,1,2,3,Terry Baggett run for 6 yds to the Army 24,Rush,0.2714669258479434,False,82,6,82
54,3.0,2014.0,Army,"{'minutes': 7, 'seconds': 0}",Stanford,Pac-12,7,3,4,2,4005482659,9,400548265,Stanford,400548265102929901,Army,FBS Independents,0,1,2,4,"Larry Dixon run for 2 yds to the Army 26 for a 1ST down STANFORD Penalty, Personal Foul (Peter Kalambayi) to the Army 41 for a 1ST down",Rush,1.5578189736464800,False,76,17,76
55,3.0,2014.0,Army,"{'minutes': 6, 'seconds': 35}",Stanford,Pac-12,7,3,10,1,4005482659,9,400548265,Stanford,400548265102936401,Army,FBS Independents,0,1,2,5,Matt Giachinta run for 2 yds to the Army 43,Rush,-0.6841550241957303,False,59,2,59
56,3.0,2014.0,Army,"{'minutes': 6, 'seconds': 0}",Stanford,Pac-12,7,3,8,2,4005482659,9,400548265,Stanford,400548265102939901,Army,FBS Independents,0,1,2,6,Matt Giachinta run for no gain to the Army 43,Rush,-0.9567994826811051,False,57,0,57
57,3.0,2014.0,Army,"{'minutes': 5, 'seconds': 16}",Stanford,Pac-12,7,3,8,3,4005482659,9,400548265,Stanford,400548265102948301,Army,FBS Independents,0,1,2,7,Angel Santiago run for 1 yd to the Army 44,Rush,-0.48190998889400747,False,57,1,57
58,3.0,2014.0,Army,"{'minutes': 4, 'seconds': 43}",Stanford,Pac-12,7,3,7,4,4005482659,9,400548265,Stanford,400548265102955601,Army,FBS Independents,0,1,2,8,"Alex Tardieu punt for 33 yds, downed at the Stanf 23",Punt,,False,56,0,56
67,3.0,2014.0,Army,"{'minutes': 1, 'seconds': 35}",Stanford,Pac-12,7,3,10,1,40054826511,11,400548265,Stanford,400548265102986401,Army,FBS Independents,0,1,2,1,Larry Dixon run for no gain to the Army 13,Rush,-0.40084650139258126,False,87,0,87
68,3.0,2014.0,Army,"{'minutes': 1, 'seconds': 30}",Stanford,Pac-12,7,2,10,2,40054826511,11,400548265,Stanford,400548265102986901,Army,FBS Independents,0,1,2,2,"Timeout STANFORD, clock 01:30",Timeout,,False,87,0,87
69,3.0,2014.0,Army,"{'minutes': 1, 'seconds': 28}",Stanford,Pac-12,7,2,10,2,40054826511,11,400548265,Stanford,400548265102987101,Army,FBS Independents,0,1,2,3,"Larry Dixon run for 2 yds to the Army 15 Larry Dixon fumbled, forced by Alex Carter, recovered by Stanf Kevin Anderson",Fumble Recovery (Opponent),,False,87,2,87
77,3.0,2014.0,Army,"{'seconds': 20, 'minutes': 0}",Stanford,Pac-12,14,1,10,1,40054826513,13,400548265,Stanford,400548265102997901,Army,FBS Independents,0,0,2,2,Larry Dixon run for 1 yd to the Army 26,Rush,-0.58747954310168553,False,75,1,75
78,3.0,2014.0,Army,"{'minutes': 0, 'seconds': 0}",Stanford,Pac-12,14,1,0,0,40054826513,13,400548265,Stanford,400548265102997902,Army,FBS Independents,0,0,2,3,End of 2nd Quarter,End of Half,,False,0,0,0
80,3.0,2014.0,Army,"{'minutes': 14, 'seconds': 55}",Stanford,Pac-12,14,3,10,1,40054826514,14,400548265,Stanford,400548265103854401,Army,FBS Independents,0,3,3,2,Tony Giovannelli run for 1 yd to the Army 26,Rush,-0.58747954310168553,False,75,1,75
81,3.0,2014.0,Army,"{'minutes': 14, 'seconds': 20}",Stanford,Pac-12,14,3,9,2,40054826514,14,400548265,Stanford,400548265103857901,Army,FBS Independents,0,3,3,3,Terry Baggett run for 4 yds to the Army 30,Rush,-0.07170781243074042,False,74,4,74
82,3.0,2014.0,Army,"{'minutes': 13, 'seconds': 45}",Stanford,Pac-12,14,3,5,3,40054826514,14,400548265,Stanford,400548265103865401,Army,FBS Independents,0,3,3,4,Terry Baggett run for 4 yds to the Army 34,Rush,-0.06449296258092385,False,70,4,70
83,3.0,2014.0,Army,"{'minutes': 13, 'seconds': 1}",Stanford,Pac-12,14,3,1,4,40054826514,14,400548265,Stanford,400548265103869801,Army,FBS Independents,0,3,3,5,Larry Dixon run for 2 yds to the Army 36 for a 1ST down,Rush,1.6542428300593403,False,66,2,66
84,3.0,2014.0,Army,"{'minutes': 12, 'seconds': 35}",Stanford,Pac-12,14,3,10,1,40054826514,14,400548265,Stanford,400548265103876401,Army,FBS Independents,0,3,3,6,Angel Santiago run for 8 yds to the Army 44,Rush,1.0378360233616296,False,64,8,64
85,3.0,2014.0,Army,"{'minutes': 11, 'seconds': 55}",Stanford,Pac-12,14,3,2,2,40054826514,14,400548265,Stanford,400548265103884401,Army,FBS Independents,0,3,3,7,Matt Giachinta run for 1 yd to the Army 45,Rush,-1.0921239416322610,False,56,1,56
86,3.0,2014.0,Army,"{'minutes': 11, 'seconds': 14}",Stanford,Pac-12,14,3,1,3,40054826514,14,400548265,Stanford,400548265103888501,Army,FBS Independents,0,3,3,8,Matt Giachinta run for 2 yds to the Army 47 for a 1ST down,Rush,1.1061810924726547,False,55,2,55
87,3.0,2014.0,Army,"{'minutes': 10, 'seconds': 35}",Stanford,Pac-12,14,3,10,1,40054826514,14,400548265,Stanford,400548265103896401,Army,FBS Independents,0,3,3,9,Joe Walker run for 1 yd to the Army 48,Rush,-0.9130431154710728,False,53,1,53
88,3.0,2014.0,Army,"{'minutes': 10, 'seconds': 10}",Stanford,Pac-12,14,3,9,2,40054826514,14,400548265,Stanford,400548265103898901,Army,FBS Independents,0,3,3,10,Larry Dixon run for 2 yds to the 50 yard line,Rush,-0.6252272528593359,False,52,2,52
89,3.0,2014.0,Army,"{'minutes': 9, 'seconds': 23}",Stanford,Pac-12,14,3,7,3,40054826514,14,400548265,Stanford,400548265103907601,Army,FBS Independents,0,3,3,11,Angel Santiago pass complete to Edgar Poe for 10 yds to the Stanf 40 for a 1ST down,Pass Reception,2.4445206579663754,False,50,10,50
90,3.0,2014.0,Army,"{'minutes': 8, 'seconds': 50}",Stanford,Pac-12,14,3,10,1,40054826514,14,400548265,Stanford,400548265103914901,Army,FBS Independents,0,3,3,12,Larry Dixon run for 1 yd to the Stanf 39,Rush,-0.6465447438858387,False,40,1,40
91,3.0,2014.0,Army,"{'minutes': 8, 'seconds': 5}",Stanford,Pac-12,14,3,9,2,40054826514,14,400548265,Stanford,400548265103919401,Army,FBS Independents,0,3,3,13,"Terry Baggett run for a loss of 4 yards to the Stanf 43 Terry Baggett fumbled, recovered by Army Terry Baggett",Fumble Recovery (Own),-1.8663351031398569,False,39,-4,39
92,3.0,2014.0,Army,"{'minutes': 7, 'seconds': 15}",Stanford,Pac-12,14,3,13,3,40054826514,14,400548265,Stanford,400548265103928401,Army,FBS Independents,0,3,3,14,Angel Santiago run for 10 yds to the Stanf 33,Rush,1.1507338221162122,False,43,10,43
93,3.0,2014.0,Army,"{'minutes': 6, 'seconds': 37}",Stanford,Pac-12,14,3,3,4,40054826514,14,400548265,Stanford,400548265103936201,Army,FBS Independents,0,3,3,15,"ARMY Penalty, False Start (Chevaughn Lawrence) to the Stanf 38",Penalty,,False,33,-5,33
94,3.0,2014.0,Army,"{'minutes': 6, 'seconds': 5}",Stanford,Pac-12,14,3,8,4,40054826514,14,400548265,Stanford,400548265103939401,Army,FBS Independents,0,3,3,16,"Alex Tardieu punt for 36 yds, downed at the Stanf 2",Punt,,False,38,0,38
105,3.0,2014.0,Army,"{'minutes': 2, 'seconds': 43}",Stanford,Pac-12,21,3,10,1,40054826516,16,400548265,Stanford,400548265103975601,Army,FBS Independents,0,3,3,2,Terry Baggett run for 9 yds to the Army 34,Rush,1.2523083597886239,False,75,9,75
106,3.0,2014.0,Army,"{'minutes': 2, 'seconds': 16}",Stanford,Pac-12,21,3,1,2,40054826516,16,400548265,Stanford,400548265103978301,Army,FBS Independents,0,3,3,3,Larry Dixon run for 3 yds to the Army 37 for a 1ST down,Rush,-0.2250640336450526,False,66,3,66
107,3.0,2014.0,Army,"{'minutes': 1, 'seconds': 45}",Stanford,Pac-12,21,3,10,1,40054826516,16,400548265,Stanford,400548265103985401,Army,FBS Independents,0,3,3,4,Larry Dixon run for 1 yd to the Army 38,Rush,-0.8709397200556240,False,63,1,63
108,3.0,2014.0,Army,"{'minutes': 1, 'seconds': 0}",Stanford,Pac-12,21,3,9,2,40054826516,16,400548265,Stanford,400548265103989901,Army,FBS Independents,0,3,3,5,Angel Santiago run for 4 yds to the Army 42,Rush,-0.1325502756618490,False,62,4,62
109,3.0,2014.0,Army,"{'seconds': 20, 'minutes': 0}",Stanford,Pac-12,21,3,5,3,40054826516,16,400548265,Stanford,400548265103997901,Army,FBS Independents,0,3,3,6,Angel Santiago sacked by Blake Lueders and Aziz Shittu for a loss of 3 yards to the Army 39,Sack,-0.951529884582581282,False,58,-3,58
110,3.0,2014.0,Army,"{'minutes': 0, 'seconds': 0}",Stanford,Pac-12,21,3,0,0,40054826516,16,400548265,Stanford,400548265103997902,Army,FBS Independents,0,3,3,7,End of 3rd Quarter,End Period,,False,0,0,0
111,3.0,2014.0,Army,"{'minutes': 14, 'seconds': 55}",Stanford,Pac-12,21,3,8,4,40054826516,16,400548265,Stanford,400548265104854401,Army,FBS Independents,0,3,4,8,Alex Tardieu pass complete to DeAndre Bell for a loss of 4 yards to the Army 35,Pass Reception,0.005530673877804482,False,61,-4,61
122,3.0,2014.0,Army,"{'minutes': 11, 'seconds': 30}",Stanford,Pac-12,28,2,10,1,40054826518,18,400548265,Stanford,400548265104886901,Army,FBS Independents,0,3,4,2,A.J. Schurr pass incomplete to Kelvin White,Pass Incompletion,-1.0146424556055624,False,65,0,65
123,3.0,2014.0,Army,"{'minutes': 11, 'seconds': 25}",Stanford,Pac-12,28,2,10,2,40054826518,18,400548265,Stanford,400548265104887401,Army,FBS Independents,0,3,4,3,Tony Giovannelli run for 3 yds to the Army 38,Rush,-0.25934187111798314,False,65,3,65
124,3.0,2014.0,Army,"{'minutes': 10, 'seconds': 40}",Stanford,Pac-12,28,2,7,3,40054826518,18,400548265,Stanford,400548265104895901,Army,FBS Independents,0,3,4,4,A.J. Schurr run for 9 yds to the Army 47 for a 1ST down,Rush,2.42140190384157264,False,62,9,62
125,3.0,2014.0,Army,"{'minutes': 10, 'seconds': 20}",Stanford,Pac-12,28,2,10,1,40054826518,18,400548265,Stanford,400548265104897901,Army,FBS Independents,0,3,4,5,Raymond Maples run for 9 yds to the Stanf 44,Rush,1.1787223367393837,False,53,9,53
126,3.0,2014.0,Army,"{'minutes': 9, 'seconds': 57}",Stanford,Pac-12,28,2,1,2,40054826518,18,400548265,Stanford,400548265104904201,Army,FBS Independents,0,3,4,6,Larry Dixon run for 2 yds to the Stanf 42 for a 1ST down,Rush,-0.378358374738200,False,44,2,44
127,3.0,2014.0,Army,"{'minutes': 9, 'seconds': 45}",Stanford,Pac-12,28,2,10,1,40054826518,18,400548265,Stanford,400548265104905401,Army,FBS Independents,0,3,4,7,Matt Giachinta run for 3 yds to the Stanf 39,Rush,-0.2936970531139116,False,42,3,42
128,3.0,2014.0,Army,"{'minutes': 9, 'seconds': 14}",Stanford,Pac-12,28,2,7,2,40054826518,18,400548265,Stanford,400548265104908501,Army,FBS Independents,0,3,4,8,A.J. Schurr pass intercepted A.J. Tarpley return for 2 yds to the Stanf 27,Pass Interception Return,-3.4113674753139644,False,39,-2,39
136,3.0,2014.0,Army,"{'minutes': 6, 'seconds': 0}",Stanford,Pac-12,35,2,10,1,40054826520,20,400548265,Stanford,400548265104939901,Army,FBS Independents,0,3,4,2,A.J. Schurr run for 35 yds to the Stanf 40 for a 1ST down,Rush,2.8887059757839805,False,75,35,75
137,3.0,2014.0,Army,"{'minutes': 5, 'seconds': 35}",Stanford,Pac-12,35,2,10,1,40054826520,20,400548265,Stanford,400548265104946401,Army,FBS Independents,0,3,4,3,A.J. Schurr run for 17 yds to the Stanf 23 for a 1ST down,Rush,0.5250714658661125,False,40,17,40
138,3.0,2014.0,Army,"{'minutes': 5, 'seconds': 10}",Stanford,Pac-12,35,2,10,1,40054826520,20,400548265,Stanford,400548265104948901,Army,FBS Independents,0,3,4,4,Matt Giachinta run for 5 yds to the Stanf 18,Rush,0.0748292871583285,False,23,5,23
139,3.0,2014.0,Army,"{'minutes': 4, 'seconds': 35}",Stanford,Pac-12,35,2,5,2,40054826520,20,400548265,Stanford,400548265104956401,Army,FBS Independents,0,3,4,5,Raymond Maples run for a loss of 3 yards to the Stanf 21,Rush,-0.779277143269292,False,18,-3,18
140,3.0,2014.0,Army,"{'minutes': 4, 'seconds': 0}",Stanford,Pac-12,35,2,8,3,40054826520,20,400548265,Stanford,400548265104959901,Army,FBS Independents,0,3,4,6,A.J. Schurr run for 7 yds to the Stanf 14,Rush,0.273203184784972,False,21,7,21
141,3.0,2014.0,Army,"{'minutes': 3, 'seconds': 30}",Stanford,Pac-12,35,2,1,4,40054826520,20,400548265,Stanford,400548265104966901,Army,FBS Independents,0,3,4,7,Larry Dixon run for 3 yds to the Stanf 11 for a 1ST down,Rush,0.573482936029295,False,14,3,14
142,3.0,2014.0,Army,"{'minutes': 3, 'seconds': 0}",Stanford,Pac-12,35,2,10,1,40054826520,20,400548265,Stanford,400548265104969901,Army,FBS Independents,0,3,4,8,Terry Baggett run for 9 yds to the Stanf 2,Rush,0.613120222765927,False,11,9,11
143,3.0,2014.0,Army,"{'minutes': 2, 'seconds': 30}",Stanford,Pac-12,35,2,1,2,40054826520,20,400548265,Stanford,400548265104976901,Army,FBS Independents,0,3,4,9,Matt Giachinta run for no gain to the Stanf 2,Rush,-0.554229101623045,False,2,0,2
144,3.0,2014.0,Army,"{'minutes': 2, 'seconds': 0}",Stanford,Pac-12,35,2,1,3,40054826520,20,400548265,Stanford,400548265104979901,Army,FBS Independents,0,3,4,10,A.J. Schurr run for no gain to the Stanf 2,Rush,-0.338132506219479,False,2,0,2
145,3.0,2014.0,Army,"{'minutes': 1, 'seconds': 21}",Stanford,Pac-12,35,2,1,4,40054826520,20,400548265,Stanford,400548265104987801,Army,FBS Independents,0,2,4,11,"Timeout ARMY, clock 01:21",Timeout,,False,2,0,2
146,3.0,2014.0,Army,"{'minutes': 1, 'seconds': 14}",Stanford,Pac-12,35,2,1,4,40054826520,20,400548265,Stanford,400548265104988501,Army,FBS Independents,0,2,4,12,A.J. Schurr run for a loss of 3 yards to the Stanf 5,Rush,-4.199019201555478,False,2,-3,2
0,4.0,2014.0,Army,"{'minutes': 15, 'seconds': 0}",Wake Forest,ACC,0,3,10,1,4005478321,1,400547832,Wake Forest,400547832101849901,Army,FBS Independents,0,3,1,1,"WAKE FOREST Penalty, Defensive offside (Tylor Harris) to the Army 30",Penalty,,False,75,5,75
1,4.0,2014.0,Army,"{'minutes': 15, 'seconds': 0}",Wake Forest,ACC,0,3,5,1,4005478321,1,400547832,Wake Forest,400547832101849902,Army,FBS Independents,0,3,1,2,Tony Giovannelli run for a loss of 1 yard to the Army 29,Rush,-1.5316088961138377,False,70,-1,70
2,4.0,2014.0,Army,"{'minutes': 15, 'seconds': 0}",Wake Forest,ACC,0,3,6,2,4005478321,1,400547832,Wake Forest,400547832101849903,Army,FBS Independents,0,3,1,3,Larry Dixon run for 3 yds to the Army 32,Rush,-0.2748655161762548,False,71,3,71
3,4.0,2014.0,Army,"{'minutes': 15, 'seconds': 0}",Wake Forest,ACC,0,3,3,3,4005478321,1,400547832,Wake Forest,400547832101849904,Army,FBS Independents,0,3,1,4,Angel Santiago run for a loss of 3 yards to the Army 29,Rush,-0.69072909763270026,False,68,-3,68
4,4.0,2014.0,Army,"{'minutes': 15, 'seconds': 0}",Wake Forest,ACC,0,3,6,4,4005478321,1,400547832,Wake Forest,400547832101849905,Army,FBS Independents,0,3,1,5,Alex Tardieu punt for 54 yds,Punt,,False,71,0,71
13,4.0,2014.0,Army,"{'minutes': 10, 'seconds': 32}",Wake Forest,ACC,0,3,10,1,4005478323,3,400547832,Wake Forest,400547832101896701,Army,FBS Independents,0,3,1,1,Larry Dixon run for 5 yds to the Army 16,Rush,0.07118409266078807,False,89,5,89
14,4.0,2014.0,Army,"{'minutes': 10, 'seconds': 32}",Wake Forest,ACC,0,3,5,2,4005478323,3,400547832,Wake Forest,400547832101896702,Army,FBS Independents,0,3,1,2,Tony Giovannelli run for 7 yds to the Army 23 for a 1ST down,Rush,0.48203112127748677,False,84,7,84
15,4.0,2014.0,Army,"{'minutes': 10, 'seconds': 32}",Wake Forest,ACC,0,3,10,1,4005478323,3,400547832,Wake Forest,400547832101896703,Army,FBS Independents,0,3,1,3,Larry Dixon run for 1 yd to the Army 24,Rush,-0.5380287086286026,False,77,1,77
16,4.0,2014.0,Army,"{'minutes': 10, 'seconds': 32}",Wake Forest,ACC,0,3,9,2,4005478323,3,400547832,Wake Forest,400547832101896704,Army,FBS Independents,0,3,1,4,Angel Santiago run for 5 yds to the Army 29,Rush,0.04989132298374345,False,76,5,76
17,4.0,2014.0,Army,"{'minutes': 10, 'seconds': 32}",Wake Forest,ACC,0,3,4,3,4005478323,3,400547832,Wake Forest,400547832101896705,Army,FBS Independents,0,3,1,5,Angel Santiago pass incomplete to Raymond Maples,Pass Incompletion,-0.39384507400369273,False,71,0,71
18,4.0,2014.0,Army,"{'minutes': 10, 'seconds': 32}",Wake Forest,ACC,0,3,4,4,4005478323,3,400547832,Wake Forest,400547832101896706,Army,FBS Independents,0,3,1,6,Alex Tardieu punt for 45 yds,Punt,,False,71,0,71
26,4.0,2014.0,Army,"{'minutes': 5, 'seconds': 54}",Wake Forest,ACC,7,3,10,1,4005478325,5,400547832,Wake Forest,400547832101944501,Army,FBS Independents,0,3,1,2,Larry Dixon run for 5 yds to the Army 29,Rush,0.0927395188594593,False,76,5,76
27,4.0,2014.0,Army,"{'minutes': 5, 'seconds': 3}",Wake Forest,ACC,7,3,5,2,4005478325,5,400547832,Wake Forest,400547832101949601,Army,FBS Independents,0,2,1,3,"Timeout ARMY, clock 05:03",Timeout,,False,71,0,71
28,4.0,2014.0,Army,"{'minutes': 5, 'seconds': 3}",Wake Forest,ACC,7,3,5,2,4005478325,5,400547832,Wake Forest,400547832101949602,Army,FBS Independents,0,2,1,4,Seth Combs run for 2 yds to the Army 31,Rush,-0.4646364860089829,False,71,2,71
29,4.0,2014.0,Army,"{'minutes': 5, 'seconds': 3}",Wake Forest,ACC,7,3,3,3,4005478325,5,400547832,Wake Forest,400547832101949603,Army,FBS Independents,0,2,1,5,Angel Santiago run for 2 yds to the Army 33,Rush,-0.31847912572042248,False,69,2,69
30,4.0,2014.0,Army,"{'minutes': 5, 'seconds': 3}",Wake Forest,ACC,7,3,1,4,4005478325,5,400547832,Wake Forest,400547832101949604,Army,FBS Independents,0,2,1,6,Larry Dixon run for 7 yds to the Army 40 for a 1ST down,Rush,2.07909383214206138,False,67,7,67
31,4.0,2014.0,Army,"{'minutes': 5, 'seconds': 3}",Wake Forest,ACC,7,3,10,1,4005478325,5,400547832,Wake Forest,400547832101949605,Army,FBS Independents,0,2,1,7,"ARMY Penalty, false start (-5 Yards) to the Army 35",Penalty,,False,60,-5,60
